product,avg_expiry_days
PARLE Monaco Salted Biscuit (Luniya Biscuit)  (200 g),359
PARLE Monaco Salted Biscuit (Luniya Biscuit)  (400 g),359
PARLE Namkeen Hot n Spicy Mixture  (360 g),1
cust_purchasePARLE Platina Nutricrunch Digestive  (1 kg, Pack of 10)cust_purchase,180
PARLE Rol.a.Cola Candy  (100 g),28
cust_purchasePATANJALI Chakki Atta, Whole Wheat with Bran, Genhu ka Atta, Organic Flour (Whole-Gehuro otta)  (10 kg)cust_purchase,7
cust_purchasePATANJALI Chakki Atta, Whole Wheat with Bran, Genhu ka Atta, Organic Flour (Whole-Gehuro otta)  (5 kg)cust_purchase,7
cust_purchasePATANJALI Pure Danedar Cow Ghee with Rich Aroma, Natural & Healthy, Tetrapack Ghee 1 L Box (Ghio)cust_purchase,179
cust_purchasePATANJALI Pure Honey, No Sugar Added, Unprocessed and Organic Honey, Shahed  (1 kg)cust_purchase,730
PRABHUJI PURE FOOD Besan Laddu Box  (336 g),3
PRABHUJI PURE FOOD Khatta Meetha (Khata Meetha)  (175 g),3
PREMIUM Cow Ghee 1 L Tetrapack by Flipkart Grocery (Ghio),179
cust_purchaseParle Platina Milano Choco Delight Cream Filled  (250 g, Pack of 20)cust_purchase,14
Parle's Cream and Onion Flavour Wafers  (75 g),14
Pass Pass Minty Mix Mouth Freshener Dinning Table Pack Mint Mouth Freshener  (100 g),1
Pepsi Black Max Taste Zero Sugar Can  (250 ml),180
Pepsi Plastic Bottle  (2.25 L),180
Pepsi Plastic Bottle  (750 ml),180
Prabhuji Aloo Bhujia  (25 g Extra in Pack)  (175 g),729
Prabhuji Bhujia (Bhujia Sev)  (175 g),729
Prabhuji Chat Pata (Bhujia Sev)  (900 g),7
Prabhuji Khatta Meetha (Khata Meetha)  (350 g),729
Prabhuji Mazedaar Mix (Mixture)  (50 g Extra in Pack)  (350 g),1
Prabhuji Tok Jhal Misti (Khata Meetha)  (25 g Extra in Pack)  (175 g),729
Premium Cumin Seeds (Gota jeera) (Jeera) by Flipkart Grocery  (100 g),730
Premium Mustard (Kala sorisa) (Rai Small) by Flipkart Grocery  (200 g),365
Pringles Original Chips  (134 g),14
cust_purchasePringles Potato Chips Desi Masala Tadka Flavor, Crispy Snack for Game Nights, On-the-Go Chips  (102 g)cust_purchase,14
cust_purchasePringles Potato Chips Original, Salted Flavor, Crispy Snack for Game Nights, On-the-Go Chips  (107 g)cust_purchase,14
cust_purchasePringles Potato Chips Peri Peri Flavor, Crispy Snack for Movie & Game Nights, On-the-Go Chips  (102 g)cust_purchase,14
cust_purchasePringles Potato Chips Pizza Flavor, Crispy Snack for Movie & Game Nights, On-the-Go Chips  (102 g)cust_purchase,1
cust_purchasePringles Potato Chips Sour Cream & Onion Flavor, Crispy Snack for Game Nights, On-the-Go Chips  (107 g)cust_purchase,14
Pringles Sour Cream and Onion Flavour Chips  (134 g),14
ProV Almonds (Badam)  (500 g),270
ProV California Independence Almonds (Badam)  (2 x 250 g),72
ProV Californian Inshell Walnut Walnuts (Akhrot)  (500 g),180
ProV Mini Almonds Roasted and Salted (Badam (Lunia/Poda))  (18 g),270
ProV Mini Cashews Roasted and Salted (Poda & Luniya Kaju)  (18 g),180
ProV Natural Seedless Black Raisins (Kishmish)  (250 g),180
ProV Pistachios  (250 g),90
ProV Premium Cranberries  (250 g),730
ProV Premium Figs (Dimiri)  (250 g),90
ProV Premium Pecan Nut Pecans (Pine Nuts)  (250 g),180
ProV Premium Prunes Prunes  (250 g),729
ProV Premium Safawi Dates (Khajuri)  (250 g),90
ProV Premium Walnuts (Akhrot)  (250 g),180
ProV SELECT INDIAN RAISINS Raisins (Kishmish)  (500 g),180
cust_purchaseProV Select Almond (Badam) (Combo Pack, 2*200 g) (400 g) Almonds  (2 x 200 g)cust_purchase,270
cust_purchaseProV Select Cashew (Kaju) (Combo Pack, 2*200 g) (400 g) Cashews  (2 x 200 g)cust_purchase,180
Pulse Kaccha Aam Candy  (190 g),28
Quaker Oats Pouch  (1 kg),269
RAJNIGANDHA Silver Pearls Cardamom Mouth Freshener  (6 g),269
RUCHI Chicken Masala Powder  (100 g),60
RUCHI Chilli Powder  (100 g),60
RUCHI Chilly Powder  (250 g),60
RUCHI Coriander Powder  (500 g),60
RUCHI Coriander Power  (250 g),5
RUCHI Cumin Powder  (100 g),60
RUCHI Curry Masala  (50 g),5
RUCHI Curry Powder  (100 g),60
RUCHI Fish Masala  (50 g),244
RUCHI Kashmiri Chilly Powder  (100 g),60
RUCHI Meat Masala  (100 g),244
RUCHI Turmeric Powder  (100 g),60
RUCHI Turmeric Power  (250 g),4
RUNutz Almonds (Badam)  (1 kg),270
RUNutz California Popular Almonds (Badam)  (2 x 250 g),270
RUNutz Premium W32O Cashews (Kaju)  (500 g),180
RUNutz RU Nutz Daily Cashew Nuts Cashews (Kaju)  (500 g),180
Rasna Instant Mango  (750 g),2
Rasna Instant Orange  (750 g),14
cust_purchaseRasna Nagpur Orange (32 Glasses)  (25 ml, 20 g)cust_purchase,14
Ratna Rice (Sada Chaula) (Boiled)  (10 kg),224
Raw Pressery Mixed Fruit Juice  (1 L),1
Real Activ Fiber+ Multi Fruit Juice  (1 L),7
Real Fruit Juice - Apple  (1 L),7
Real Fruit Juice - Cranberry  (1 L),7
Real Fruit Juice - Litchi  (1 L),7
Real Fruit Juice - Mango  (1 L),7
Real Fruit Juice - Orange  (1 L),7
Real Fruit Juice - Pomegranate  (1 L),7
Real Fruit Juice Guava  (1 L),5
Real Fruit Juice Mixed  (1 L),1
Real Masala Guava  (1 L),244
Real Masala Mixed Fruit  (1 L),1
Real Masala Pomegranate  (1 L),21
cust_purchaseRed Bull Energy Drink  (4x0.25 L, Plain Flavored)cust_purchase,119
cust_purchaseRed Bull Original Energy Drink  (250 ml, Plain Flavored)cust_purchase,119
cust_purchaseRed Bull Sugar Free Energy Drink  (250 ml, Plain Flavored)cust_purchase,730
cust_purchaseRed Bull The Red Edition Energy Drink  (250 ml, Watermelon Flavored)cust_purchase,2
cust_purchaseRed Label Natural Care Cardamom, Ginger, Liquorice, Tulsi Tea Box (Flavored Tea)  (500 g)cust_purchase,180
Red Label Tea Box (Regular Tea)  (250 g),180
Regency Dried Blueberry  (75 g),729
Regency Dried Cranberries  (200 g),730
cust_purchaseRejuve by Flipkart Apple Fruit Drink, 100% Indian Fruit, Source of Vitamin C  (1 L)cust_purchase,7
Rejuve by Flipkart Dust Tea Pouch (Regular Tea)  (500 g),180
Rejuve by Flipkart Fine Blend Instant Coffee  (100 g),72
cust_purchaseRejuve by Flipkart Litchi Fruit Drink, 100% Indian Fruit, High in Vitamin C  (1 L)cust_purchase,7
Rejuve by Flipkart Premium Tea Pouch (Regular Tea)  (1 kg),180
cust_purchaseRejuve by Flipkart Vedic Tea with Goodness of Tulsi, Brahmi, Cardamom, Ginger Tea Pouch (Flavored Tea)  (250 g)cust_purchase,180
RiteBite Max Protein Active Choco Fudge Bar Pouch  (75 g),180
RiteBite Max Protein Choco Almond Bar Pouch  (50 g),270
RiteBite Max Protein Daily Choco Berry Bars 300g Box  (6 x 50 g),730
RiteBite Max Protein Daily Choco Classic Bars 300g Box  (6 x 50 g),730
RiteBite Max Protein Peanut Butter - Classic Crunchy 1000 g (Nut Butter),180
RiteBite Max Protein Peanut Spread - Choco Creamy 340 g (Sandwich Spread),14
RiteBite Work-Out Choco Berry Bar Sachet  (50 g),730
RiteBite Work-Out Choco Classic Bar Sachet  (50 g),730
Ruchi Gold Refined Palm Oil Pouch (Khajuri Tela)  (850 g),224
SNICKERS Butterscotch Chocolate Bars  (40 g),7
SNICKERS Kesar Pista Bars  (42 g),7
SNICKERS Peanut Chocolate Bars  (45 g),7
Saffola Active Refined Cooking Rice Bran & Soyabean Blended Oil Pouch (Mishrita Tela)  (1 L),72
Saffola Fittify Whey Protein Peanut Butter Unsweetened Extra Crunchy 340 g (Nut Butter),180
Saffola Gold Refined Cooking Rice Bran & Corn Blended Oil Can (Mishrita Tela)  (3 L),72
Saffola Gold Refined Cooking Rice Bran & Corn Blended Oil Pouch (Mishrita Tela)  (1 L),72
cust_purchaseSaffola Honey Active, Made with Sundarban Forest Honey, 100% Pure  (Combo Pack 1 + 1 Free, 400 g each)  (350 g)cust_purchase,359
cust_purchaseSaffola Honey Active, Made with Sundarban Forest Honey, 100% Pure, No sugar adulteration  (1 kg)cust_purchase,730
cust_purchaseSaffola Masala Oats Karara Crunch, Tasty Evening Snack, Classic Masala Pouch  (500 g)cust_purchase,269
cust_purchaseSaffola Masala Oats, Tasty Evening , Healthy Snack, Classic Masala Pouch  (500 g)cust_purchase,269
cust_purchaseSaffola Masala Oats, Tasty Evening , Healthy Snack, Peppy Tomato Pouch  (500 g)cust_purchase,269
cust_purchaseSaffola Masala Oats, Tasty Evening , Healthy Snack, Veggie Twist Pouch  (500 g)cust_purchase,269
cust_purchaseSaffola Mayonnaise Eggless|Extra Creamy&Tasty|for sandwich,wraps,pastas,burgers & a dip 700 gcust_purchase,14
Saffola Mealmaker Soya Chunks  (400 g),21
cust_purchaseSaffola Oats Gold, Rolled Oats with Millet, Creamy Oats Pouch  (1.5 kg)cust_purchase,14
Saffola Peanut Butter Creamy 350 g (Nut Butter),14
Saffola Peanut Butter Crunchy 350 g (Nut Butter),180
cust_purchaseSaffola Peanut Butter, Creamy, High Protein , Only Jaggery, No Refined Sugar 850 g (Nut Butter)cust_purchase,14
cust_purchaseSaffola Rolled Oats,Creamy 100% Natural, High Protein & Fibre, Healthy Cereal, Pouch  (300g SAFFOLA OATS Free)  (1 kg)cust_purchase,14
cust_purchaseSaffola Soya Bhurji Magic Masala, Anytime Snack, Instant Ready In 5 Mins, 2x Protein 35 gcust_purchase,244
Saffola Soya Chunks  (200 g),21
Saffola Tasty Refined Cooking Oil Rice bran & Corn Blended Oil Can (Mishrita Tela)  (5 L),72
Saffola Total Refined Cooking Rice Bran & Safflower Blended Oil Can (Mishrita Tela)  (5 L),72
Skittles Original Candy  (30.4 g),28
Skittles Original Fruit Candy  (29 g),7
Skittles Original Fruit flavored Candies Fruit Candy  (90 g),7
Slice Thickest Mango Drink  (1.75 L),2
Snapin Chilli Flakes  (35 g),242
Snapin Cinnamon Powder  (40 g),60
Snapin Oregano  (20 g),5
Snapin Oregano Seasoning  (50 g),730
Snapin Piri Piri Mix  (45 g),1
Snapin Pizza Mix  (45 g),1
cust_purchaseSofit Soya Drink  (Vanilla, 1 L)cust_purchase,119
Sofit Soya Drink Chocolate  (180 ml),7
cust_purchaseSofit Soya Drink Kesar Pista, 1 L  (1 L)cust_purchase,119
Sofit Soya Drink Naturally Sugar Free  (180 ml),730
cust_purchaseSofit Soya Milk  (Vanilla, 180 ml)cust_purchase,14
Sona Masoori Rice (Sona Masoori Chaulo) (Steam)  (5 kg),180
Soyfit Chilli Tofu  (200 g),3
Soyfit Garlic Pepper Tofu  (200 g),730
Soyfit Tofu  (200 g),3
cust_purchaseSting Energy Drink  (250 ml, Plain Flavored)cust_purchase,119
cust_purchaseSting Energy Drink  (250 ml, Red, Unflavoured Flavored)cust_purchase,119
cust_purchaseSublabh Classic Ratna Rice (Long Grain, Parboiled)  (5 kg)cust_purchase,224
Sublabh Gold Super Premium Baskati Rice  (10 kg),4
cust_purchaseSublabh Platinum Special Premium Minikit Rice (Long Grain, Parboiled)  (5 kg)cust_purchase,224
Sublabh Platinum Super Premium Minikit Rice  (10 kg),4
cust_purchaseSublabh Royal Minikit Rice (Long Grain, Parboiled)  (5 kg)cust_purchase,224
cust_purchaseSublabh Ultra Baskati Rice (Long Grain, Parboiled)  (5 kg)cust_purchase,224
Sugar free GREEN 100 PELLETS Sweetener  (10 g),730
Sugar free Gold Sweetener  (100 g),730
cust_purchaseSugar free Gold, 500 Pellets| India No.1 Sweetner| Sweet like Sugar with Low Calories Sweetener  (40G SUGAR FREE GREEN Free)  (50 g)cust_purchase,730
cust_purchaseSugar free Green Stevia, 200 g Jar|Made from 100% Natural Meethi Tulsi (Stevia) leaves Sweetener  (200 g)cust_purchase,730
Sugar free Natura Drops Sweetener  (10 ml),730
Sugar free Natura Sweetener  (100 g),730
cust_purchaseSugar free Natura, 500 Pellets | 100% Safe| Scientifically Proven & Tested Sweetener  (42.5 g)cust_purchase,730
Sundrop Cocoa Nut Almond Chocolatey Spread 350 g (Chocolate Spread),7
Sundrop Duo Peanuts filled Biggie bar Chocolate Bars  (20.5 g),7
Sundrop Heart Blended Oil Can (Mishrita Tela)  (5 L),72
Sundrop Peanut Butter Crunchy 924 g (Nut Butter),180
Sundrop Superlite Advanced Blended Oil Can (Mishrita Tela)  (1Ltr Sundrop Superlite Oil Bottle Free)  (5 L),72
Sunfeast Bounce Orange Creme Biscotti  (20% Extra in Pack)  (63.2 g),14
Sunfeast Dark Fantasy Choco Fills Cream Filled  (300 g),14
cust_purchaseSunfeast Dark Fantasy Choco Fills, Original Filled Cookies  (75 g)cust_purchase,7
Sunfeast Dark Fantasy Vanilla Cream Filled  (277.5 g),14
Sunfeast Farmlite 5 Grain Digestive High Fiber  (800 g),119
Sunfeast Mom's Magic Cashew and Almonds Cookies  (584 g),7
Sunfeast Mom's Magic Cookies  (197 g),7
Sunfeast Oats & Almonds Cookies Digestive  (150 g),7
Sunfeast Oats & Raisins Cookies Digestive  (150 g),180
cust_purchaseSunfeast Rich Taste Marie Biscuit  (1 kg, Pack of 5)cust_purchase,151
cust_purchaseSunfeast YiPPee! Instant Treat, Masala Spirali Pasta  (65 g)cust_purchase,7
Sunfeast YiPPee! Magic Masala Instant Noodles Vegetarian  (240 g),7
Sunfeast YiPPee! Mood Masala Instant Noodles Vegetarian  (260 g),7
Sunfeast YiPPee! Power Up Atta Noodles Instant Noodles Vegetarian  (280 g),7
Sunfeast YiPPee! Sour Cream Onion Pasta  (65 g),14
Sunfeast YiPPee! Treat Cheese Pasta  (65 g),60
cust_purchaseSunfeast YiPPee! Tricolor Instant , Creamy Corn Pasta  (65 g)cust_purchase,14
cust_purchaseSunfeast YiPPee! Tricolor Instant, Masala Pasta  (65 g)cust_purchase,7
Sunrich Refined Sunflower Oil Can (Surjyamukhi Tela)  (4.5 L),224
Sunrich Refined Sunflower Oil Pouch (Surjyamukhi Tela)  (1 L),224
Super Sarvottam Physically refined Rice Bran Oil Pouch  (1 L),224
Super Sarvottam Rice Bran Oil Can  (5 L),224
TANG Instant Drink Mix Orange  (750 g),1
TE-A-ME Assam Black Tea Black Tea Bags Box  (25 Bags),180
TE-A-ME Renew Honey Lemon Green Tea Bags Box  (100 Bags),180
TOP RAMEN Curry Instant Noodles Vegetarian  (280 g),7
TOP RAMEN Yummy Masala Instant Noodles Vegetarian  (480 g),7
Taaza Tea (Regular Tea),180
Taj Mahal Tea Bags Box (Regular Tea)  (100 Bags),180
Taj Mahal Tea Box (Regular Tea)  (500 g),180
cust_purchaseTata Coffee Gold Instant Coffee  (50 g, Pure Flavoured)cust_purchase,730
Tata Coffee Grand Premium 100% Blend With Flavour Locked Decoction Crystals Instant Coffee  (90 g),72
Tata Coffee Grand Premium 100% Blend With Flavour Locked Decoction Crystals Instant Instant Coffee  (45 g),72
Tata Coffee Grand Premium | 100% Coffee Blend | With Flavour Locked Decoction Crystals Instant Coffee  (45 g),72
Tata Salt 100% Natural Sendha Namak for Cooking Himalayan Pink Salt (Lunno)  (1 kg),72
cust_purchaseTata Salt Himalayan Rock Salt, Premium Sendha Namak Rock Salt (Pothoro Lunno)  (1 kg)cust_purchase,72
Tata Salt Iron Health Iodized Salt (Lunno)  (1 kg),359
cust_purchaseTata Salt Lite Namak, 15% Low Sodium, Reduce Sodium for Active Health Iodized Salt (Lunno)  (1 kg)cust_purchase,359
cust_purchaseTata Salt Superlite Namak, 30% Low Sodium Iodized Salt (Lunno)  (1 kg)cust_purchase,359
Tata Sampann 100% Chana Dal Fine Besan  (1 kg),89
cust_purchaseTata Sampann 100% Chana Dal Fine Besan, Gram Flour  (500 g)cust_purchase,180
Tata Sampann Black Urad Dal (Biri Dali) (Whole)  (1 kg),7
Tata Sampann Black Urad Dal (Biri Dali) (Whole)  (500 g),7
Tata Sampann Brown Chana (Whole)  (500 g),7
cust_purchaseTata Sampann Chicken Masala with Natural Oils, Crafted by Chef Sanjeev Kapoor  (100 g)cust_purchase,224
Tata Sampann Chilli Powder With Natural Oils (Lal lanka gunda)  (500 g),224
Tata Sampann Coriander Powder With Natural Oils (dhania gunda)  (100 g),224
Tata Sampann Coriander Powder With Natural Oils (dhania gunda)  (500 g),224
cust_purchaseTata Sampann Garam Masala with Natural Oils, Crafted by Chef Sanjeev Kapoor (Garam Masala Powder)  (100 g)cust_purchase,224
Tata Sampann Green Moong Dal (Muga Dali) (Whole)  (500 g),7
Tata Sampann High in Fibre (Chuda) (Thick) Poha  (0.5 kg),179
Tata Sampann High in Fibre (Chuda) (Thick) Poha  (1 kg),179
cust_purchaseTata Sampann Instant Fibre Rich Dosa Ready to Cook Mix/Batter, Make crispy dosas in 15 mins 500 gcust_purchase,1
cust_purchaseTata Sampann Instant Fibre Rich Idli Ready to Cook Mix/Batter, Make soft idlis in 15 mins 500 gcust_purchase,1
Tata Sampann Jeera Powder With Natual Oils (Jeera gunda)  (50 g),224
Tata Sampann Kabuli Chana (Kabuli Buta) (Whole)  (1 kg),7
cust_purchaseTata Sampann Kashmiri Red Chilli Powder, Natural Colour & Oils (Lal lanka gunda)  (100 g)cust_purchase,224
cust_purchaseTata Sampann Kitchen King Masala with Natural Oils, Crafted by Chef Sanjeev Kapoor (Pariba masala)  (100 g)cust_purchase,224
cust_purchaseTata Sampann Meat Masala with Natural Oils, Crafted by Chef Sanjeev Kapoor  (100 g)cust_purchase,224
cust_purchaseTata Sampann Pav Bhaji Masala with Natural Oils, Crafted by Chef Sanjeev Kapoor  (100 g)cust_purchase,224
cust_purchaseTata Sampann Premium Quality Badam Giri, 100% Pure California Almonds  (1 kg)cust_purchase,270
cust_purchaseTata Sampann Premium Quality Badam Giri, 100% Pure California Almonds  (500 g)cust_purchase,270
cust_purchaseTata Sampann Premium Quality Badam Giri, Pure California Whole Almonds  (200 g)cust_purchase,7
cust_purchaseTata Sampann Premium Quality Kaju, 100% Pure Cashews  (1 kg)cust_purchase,180
cust_purchaseTata Sampann Premium Quality Kaju, 100% Pure Cashews  (200 g)cust_purchase,180
cust_purchaseTata Sampann Premium Quality Kishmish, 100% Pure Raisins  (200 g)cust_purchase,180
Tata Sampann Premium Roasted and Salted Pistachios  (200 g),90
cust_purchaseTata Sampann Quality Kaju, 100% Pure Premium Cashews  (500 g)cust_purchase,180
Tata Sampann Rajma (Whole)  (500 g),7
cust_purchaseTata Sampann Rava Dosa Mix, Ready to Cook Mix, Crispy & Tasty Dosa 500 gcust_purchase,1
cust_purchaseTata Sampann Rava Idli Mix, Ready to Cook Mix, Soft Idli with Real Cashew 500 gcust_purchase,1
Tata Sampann Thin Poha (Chuda)  (0.5 kg),179
Tata Sampann Toor/Arhar Dal (Harada Dali) (Split)  (5 kg),119
Tata Sampann Toor/Arhar Dal (Harada Dali) (Split)  (500 g),119
cust_purchaseTata Sampann Triple Spice Monthly Value Pack, Chilli, Turmeric & Coriander Powder, 200g Each (Masala Combo)  (3 x 200 g)cust_purchase,60
Tata Sampann Turmeric Powder With Natural Oils  (100 g),224
Tata Sampann Turmeric Powder With Natural Oils  (500 g),224
Tata Sampann White Urad Dal (Biri Dali) (Whole)  (1 kg),7
Tata Sampann Yellow Chana Dal (Buta Dali) (Split)  (500 g),119
Tata Sampann Yellow Moong Dal (Muga Dali) (Split)  (1 kg),119
Tata Sampann Yellow Moong Dal (Muga Dali) (Split)  (500 g),119
Tata Sampann Yellow Toor/Arhar Dal (Harada Dali) (Split)  (1 kg),119
cust_purchaseTata Sampann Yumside Delhi Style Dal Makhani, No Artificial Colour & Flavour, Ready To Eat Meal 285 gcust_purchase,7
cust_purchaseTata Soulfull Masala Oats+ With Millets, Desi Veggie, Real Veggies, Non Sticky, Healthy Snack Pouch  (500 g)cust_purchase,269
cust_purchaseTata Soulfull Masala Oats+ With Millets, Mast Masala, Real Veggies, Non Sticky, Healthy Snack Pouch  (500 g)cust_purchase,269
cust_purchaseTata Soulfull Masala Oats+ With Millets, Tomato Twist, Real Veggies, Non Sticky, Healthy Snack Pouch  (500 g)cust_purchase,269
cust_purchaseTata Soulfull Millet Granola,Honey,Fruits,Nuts & Seeds,Rich in Fibre& Protein,Breakfast Cereal Pouch  (400 g)cust_purchase,7
cust_purchaseTata Soulfull Millet Muesli, 0% Added Sugar, Naturally Cholesterol Free, Breakfast Cereal Pouch  (700 g)cust_purchase,120
cust_purchaseTata Soulfull Millet Muesli, Fruit & Nut, 90% Whole Grains Breakfast Cereal, High in Fibre Pouch  (700 g)cust_purchase,7
cust_purchaseTata Soulfull Ragi Bites Choco Fills, No Maida, Ragi Calcium, Dal Protein, Breakfast Cereal Pouch  (500 g)cust_purchase,120
cust_purchaseTata Soulfull Ragi Bites No Maida Choco, Yummy Chocolatey, 7 Grains Breakfast Cereal Pouch  (375 g)cust_purchase,120
Tata Tea Agni Strong Leaf Black Tea Pouch  (250 g),180
Tata Tea Gold Aromatic Black Tea Pouch  (500 g),180
Tata Tea Gold Aromatic Tea Pouch (Regular Tea)  (250 g),180
cust_purchaseTata Tea Gold Care Goodness of 5 Ingredients, Tea Box (Flavored Tea)  (250 g)cust_purchase,180
cust_purchaseTata Tea Gold VitaCare, With Vitamin D, Vitamin B6, Vitamin B9, Vitamin B12 Tea Box (Regular Tea)  (250 g)cust_purchase,180
Tata Tea Gold with 15% Long Leaves Black Tea Pouch  (750 g),180
Tata Tea Premium Anokha Swad Tea Pouch (Regular Tea)  (250 g),180
cust_purchaseTata Tea Premium Teaveda Tulsi, Cardamom, Ginger Black Tea Box  (250 g)cust_purchase,180
cust_purchaseTata Tea Premium Teaveda Tulsi, Cardamom, Ginger Black Tea Box  (500 g)cust_purchase,180
Tata Vacuum Evaporated Iodized Salt (Lunno)  (1 kg),359
Tetley Classic Green Tea Bags Box  (100 Bags),180
cust_purchaseTetley Immune with Added Vitamin C Ginger, Mint, Lemon Green Tea Bags Box  (100 Bags)cust_purchase,180
Tetley Immune with Added Vitamin C Tulsi Green Tea Bags Box  (25 Bags),180
cust_purchaseTetley Lemon & Honey Flavored Green Tea, Immune with Added Vitamin C Green Tea Box  (50 Bags)cust_purchase,180
Tetley Lemon and Honey Green Tea Bags Box  (100 Bags),180
cust_purchaseTetley Lemon, Ginger, Mint Green Tea Bags Box  (25 Bags)cust_purchase,180
Tetley Long Leaf Lemon Green Tea Box  (100 g),180
Tetley Refreshing Pure Original Green Tea Box  (250 g),180
Thums Up Soft Drink Can  (300 ml),119
Thums Up Soft Drink PET Bottle  (750 ml),119
Too Yumm! Classic Salted Chips  (90 g),14
Too Yumm! Dahi Papdi Chaat Multigrain Chips  (45 g),14
Too Yumm! Indian Masala Chips  (92 g),14
Too Yumm! Karare Munchy Masala Chips  (70 g),14
Too Yumm! Karare Noodle Masala Chips  (70 g),14
Too Yumm! Multigrain Chips  (10 G Extra in Pack)  (65 g),14
Too Yumm! Potato Stix Aloo Chat Chips  (70 g),14
Too Yumm! Rings Tomato Twist Chips  (1N Toy Free)  (70 g),14
Too Yumm! Sour Cream and Onion Veggie Stix (Namkeen)  (45 g),14
Too Yumm! Veggie Stix Chilly Chataka Chips  (10 g Extra in Pack)  (65 g),14
Too Yumm! Veggie Stix Sour Cream and Onion Chips  (10 g Extra in Pack)  (65 g),14
Too Yumm! Wafers Classic Salted  (90 g),152
Too Yumm! Wafers Spicy Chilli  (90 g),152
Top's Green Chilli Pickle (Acharo)  (900 g),269
Top's Stuffed Red Chilli Pickle (Acharo)  (375 g),269
Tropicana Litchi Delight Fruit Beverage  (1 L),7
Tropicana Mango Delight Fruit Beverage  (1 L),7
Tropicana Mixed Fruit Delight  (1 L),1
cust_purchaseUNIBIC Assorted Cookies  (450 g, Pack of 6)cust_purchase,7
UNIBIC Assorted Snappers Crackers  (6 x 75 g),14
UNIBIC Assorted(Pack of 10) Cookies  (750 g),7
UNIBIC Cashew Badam Cookies  (300 g),7
UNIBIC Cashew Cookies  (75 g),7
UNIBIC Choco Kiss filled Cookies  (250 g),7
UNIBIC Choco Nut Cookies  (300 g),7
UNIBIC Double Choco Chip Cookies  (75 g),7
UNIBIC FOODS Coconut Cookies  (300 g),120
UNIBIC Fruit & Nut Cookies  (300 g),7
UNIBIC Fruit and Nut Cookies  (75 g),7
UNIBIC Oatmeal digestive cookies Marie Biscuit  (600 g),365
UNIBIC Snack bar Almond & Oats Pouch  (30 g),269
UNIBIC Snappers Potato - Cream & Onion Crackers  (300 g),14
UNIBIC Snappers Potato Indi Spice Crackers  (300 g),3
UNIBIC Sugar Free Butter Cookies  (75 g),7
UNIBIC Sugar Free Cashew Cookies  (75 g),7
cust_purchaseUNIBIC Sugar Free Oatmeal, Marie Biscuit  (75 g)cust_purchase,365
UNIBIC Yummy Strawberry Wafers  (75 g),152
UTTAM SUGAR Sulphurfree Sugar (Refined Sugar)  (1 kg),730
UTTAM SUGAR Sulphurfree Sugar (White Sugar)  (500 g),730
Umadi's Hot and Sweet Lemon Pickle (Acharo)  (1 kg),120
Umadi's Lemon Pickle (Acharo)  (500 g),120
Umadi's Mango Pickle (Acharo)  (1 kg),2
Umadi's Mango Pickle (Acharo)  (500 g),2
Umadi's Mixed Vegetable Pickle (Acharo)  (500 g),1
Umadi's Sweet Lemon Lime Pickle (Acharo)  (500 g),120
Uncle Chipps Spicy Treat Chips  (35% Extra in Pack)  (37 g),14
Unity From The House of India Gate - Biryani Basmati Rice (Basmati chaula) (Long Grain)  (1 kg),4
Unity From The House of India Gate - Brown Raw Rice (Koncha Chaulo) (Full Grain)  (1 kg),4
Unity From The House of India Gate - Dubar Basmati Rice (Basmati chaula) (Medium Grain)  (5 kg),4
Unity From The House of India Gate - Mini Mogra Basmati Rice (Basmati chaula) (Broken Grain)  (10 kg),4
Unity From The House of India Gate - Mogra Basmati Rice (Basmati chaula) (Broken Grain)  (10 kg),4
Unity From The House of India Gate - Pulav Basmati Rice (Basmati chaula) (Long Grain)  (1 kg),4
Unity From The House of India Gate - Rozzana Basmati Rice (Basmati chaula) (Medium Grain)  (5 kg),4
cust_purchaseUtkal's Kasper Boiled Rice (Futa chaula) (Full Grain, Parboiled)  (5 kg)cust_purchase,224
cust_purchaseUtkal's Kasper Gobindobhog Rice (Full Grain, Raw)  (5 kg)cust_purchase,4
cust_purchaseUtkal's Kasper HMT Rice (Full Grain, Steam)  (10 kg)cust_purchase,180
cust_purchaseUtkal's Kasper Jeera Samba Rice (Full Grain, Raw)  (10 kg)cust_purchase,4
cust_purchaseUtkal's Kasper Jhili Boiled Rice (Futa chaula) (Full Grain, Parboiled)  (5 kg)cust_purchase,224
cust_purchaseUtkal's Kasper Lachkari Steam Rice (Full Grain, Steam)  (5 kg)cust_purchase,180
cust_purchaseUtkal's Kasper Lackari Boiled Rice (Futa chaula) (Full Grain, Parboiled)  (10 kg)cust_purchase,224
cust_purchaseUtkal's Kasper Sona Masoori Rice (Sona Masoori Chaulo) (Full Grain, Raw)  (10 kg)cust_purchase,4
cust_purchaseUtkal's Kasper Suhana Basmati Rice (Basmati chaula) (Long Grain, Steam)  (1 kg)cust_purchase,180
cust_purchaseUtkal's Kasper Swarna Boiled Rice (Futa chaula) (Full Grain, Parboiled)  (10 kg)cust_purchase,224
VEEBA Chef'S Special Veg Mayonnaise Eggless 875 g,7
VEEBA Sandwich Spread Cheese & Chilli 250 g,60
VEEBA Tomato Chef'S Special Ketchup  (900 g),365
VEEBA Veg Mayonnaise Eggless 250 g,7
Varalakshmi Nylon Sago  (1 kg),1
Varalakshmi Nylon Sago  (500 g),1
